Plot information,,,,,,,,,,temp,,precip,Field management (2017),,,,,,,,,,Crop biodiversity,,,,,,,,,,,,,Crop 2017 information,,,,Phytometer trial yield (i.e. yield potential) and nutrient content,,,,,,,,,Soil Moisture at sampling,Soil fungal diversity,,,,,,Soil bacterial diversity,,,,,Soil archae diversity,,,,,,,,Soil protist diversity,,,,,,Soil measurements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qPCR,,,,,,,,,,,,,,,,,,,,,,
Sample_No,Sample_ID,Florine_naming_arch_missing_highlighted,Country,Region,Plot_ID,Lat,Long,Treatment_main,Treatment_minor,avg_temp_longterm,,avg_precip_longterm,tillage_no_times,tillage_depth_max_cm,fertilizer_min_app_no,fertilizer_min_N_amount,fertilizer_org_app_no,fertilizer_organic_N_tot_amount,fertilizer_organic_N_min_amount,herb_no_app,fung_no_app,insect_no_app,Richness,S_year,CDI,Simpson,invSimpson,Shannon,pd,mpd,mpdw,mntd,raoD,sp_2017,idem_2017,Crop_2017,grain_yield,std_yield_country,std_yield_network,Phyt_shoot,Phyt_root,Phyt_tot,P_%_shoots,P_tot_shoots_mg,N_%_shoots,N_tot_shoots_mg,C_%_shoots,C_tot_shoots_mg,Soil_Moisture_Field_at_sampling,Richness,Chao1,ACE,Shannon,InvSimpson,pielou,PD_whole_tree,Chao1,Observed species,Shannon,InvSimpson,Richness,S.chao1,se.chao1,S.ACE,se.ACE,Shannon,InvSimpson,Pielou,cerco_sobs,cerco_Chao1,cerco_ACE,cerco_shannon,cerco_InvSimpson,cerco_pielou,Sand,Silt,Clay,WHC,CEC,Magnesium,Calcium,bulk_density,MWD,C_tot_%,C_tot_mg,N_tot_%,N_tot_mg,P_tot_mg,P_Olsen,pH,Humus_%,Organic_C_%,CaCO3_%,C_microbial,N_microbial,P_resin,P_microbial,basal_respiration,C_org_mg,XYL,BG,AG,NAG,CB,PHOS,LAP,NH4,DIN,TAN,NO3,DON,AMP,NIP,DEP,MIN,NTR,PDA,C_ENZ,N_ENZ,hzo,NifH,nrfA,NIB,NIS,16S,NirK,NirS,nosZ2,nosZ1,AOA,AOB,ITS,Cren,%niK,%nirS,nirK/nirS,%nosZ2,%nosZ1,nosZ2/nosZ1,%AOB,AOA/AOB,16S/ITS
115,CH43,115SWIcrLOWzuri,Switzerland,Zurich,Thomas Huwiler,47.26919,8.16119,Agriculture,Conventional,8.5,10.1,1104,2,23,0,0,2,328,246,1,0,0,10,3.6,36,0.813445816,5.360372947,1.923946032,617.99816,235.5476422,184.7118941,49.621882,92.35594703,Triticum_aestivum,2,wheat,7.1,1.165080407,1.190276614,2.7,1.94,4.64,0.14,3.75,1.05,28.436,39.88,1076.85,0.245,261,322.116,315.729,4.639,49.384,0.834,147.0433135,3851.886878,2424,9.784036664,240.0946092,100,111,8.47,108.24,5.07,3.03,14.37,0.66,401,506.02,490.632,4.813,49.485,0.803,39.3,39.6,18.8,0.534,15.1,0.89,8.8,0.96,1.21,1.82,18200,0.187,1870,950.97,55.78,6.85,2.3,1.33,0.3,394.1,67.959,43.02626051,10.85820433,0.413229167,13300,1.971151676,8.058861596,2.6794201,2.484546858,0.851082467,56.94536299,12.27558634,6.562755812,17.65978909,49.11419479,11.09703328,31.4544057,1.199085877,29.86199758,-13.59624156,46.64919985,33.05295829,5.7,0.32545238,0.354243197,24.38791723,312.6185875,NA,49.81777142,1769.599952,1121402.578,23780.65069,26094.09961,18044.02153,47735.66016,3562.06604,691.3158569,99689.18359,17963.85449,0.021206167,0.023269163,0.911342067,0.016090583,0.042567817,0.377998785,0.000616474,5.152588364,11.24898949
116,CH44,116SWIgrGRAzuri,Switzerland,Zurich,Thomas Huwiler,47.26851,8.16329,Grassland,Grassland,8.5,10.1,1104,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grassland,NA,NA,NA,1.96,1.35,3.31,0.12,2.26,1.55,30.443,39.96,783.13,0.267,227,329.692,334.995,3.983,17.846,0.734,170.396823,4824,2843,10.18130751,387.9025691,81,92,8.47,89.57,4.68,2.2,4.58,0.5,511,619.326,627.036,5.051,50.903,0.81,19.5,46.8,31.1,0.781,16.69,0.27,3.7,0.98,3.26,2.45,24500,0.219,2190,1150.03,56.4,5.63,2.6,1.51,0.2,513.16,77.661,16.73940704,16.53307494,0.522266667,15100,2.045247686,4.342600685,1.783959506,1.504007884,1.200143727,17.61726505,11.77663963,11.75916504,19.19866956,66.22642257,7.439504512,47.02775301,0.0438961,71.27531142,-47.02775301,71.88985682,24.86210381,1.6,0.224926839,0.31873554,61.89858511,307.8009,4608.310526,25.38119207,1307.930999,1513028.188,40343.71875,31199.53223,73660.79459,45061.65039,16512.90967,2201.714294,127586.8099,86316.5625,0.026664222,0.020620589,1.293087296,0.04868435,0.029782426,1.634667038,0.001455171,7.500023827,11.85881353
117,CH45,117SWIcrHIGzuri,Switzerland,Zurich,Django Hegglin,47.25673,8.12742,Agriculture,Organic,8.5,10.1,1104,5,15,0,0,1,100,75,0,0,0,5,1.1,5.5,0.618016529,2.617914323,1.245269916,512.67367,228.345046,196.8821059,130.871216,98.44105294,Triticum_aestivum,2,wheat,5,0.82047916,0.838222967,3.71,1.35,5.06,0.15,5.71,1.95,72.412,41.08,1524.15,0.292,168,200.81,225.803,3.614,14.596,0.705,141.1008142,3867.819444,2386,9.778751468,332.0453997,64,80.5,12.9,71.65,4.05,1.92,3.99,0.46,428,525.382,512.021,4.832,43.577,0.797,22.44,33.7,38.1,0.898,36.92,1.28,30.6,0.71,2.33,5.85,58500,0.471,4710,1690.23,96.33,7.86,5.76,3.34,9.4,1275.747,191.136,48.28306231,33.86153846,1.2809375,33400,9.719285578,34.29391106,4.08259416,3.81361816,4.197688907,63.37590668,137.5078165,11.40132848,29.81996215,75.87035534,18.41863367,46.05039319,2.300933557,-18.41863367,-46.05039319,13.79443613,-32.25595706,60,1.255043513,3.391714431,234.8704936,631.2355459,6084.043694,43.5816646,1635.670167,1448467.563,82688.66477,55185.9375,64544.5846,75356.53125,47128.6582,2491.54541,79021.62512,93675.65625,0.057086998,0.038099533,1.498364774,0.044560601,0.052025004,0.856522766,0.001720125,18.91543217,18.33001486
118,CH46,118SWIcrLOWzuri,Switzerland,Zurich,Thomas Huwiler,47.27135,8.16309,Agriculture,Conventional,8.5,10.1,1104,2,23,0,0,2,328,246,1,0,0,8,5.4,43.2,0.834415083,6.03919741,1.907316642,410.57789,170.7718193,70.97066222,9.77423,35.48533111,Triticum_aestivum,8,wheat,7.5,1.23071874,1.257334451,2.65,2.34,4.99,0.14,3.74,1.31,34.641,39.66,1050.99,0.253,211,242.429,256.509,4.103,25.133,0.767,163.685687,4470.670611,2717,10.0371214,329.8009202,105,122.5,10.11,122.15,5.54,1.92,3.03,0.41,436,515.918,497.585,5.288,108.686,0.87,35.96,46.7,15.3,0.643,14.21,0.45,7.2,0.97,2.09,1.83,18300,0.2,2000,1012.14,39.21,6.31,2.04,1.18,0.3,477.381,74.332,23.34097926,18.77773839,0.5253125,11800,2.420053309,7.691965522,3.158006785,3.523937275,0.821534893,69.80784934,10.724041,9.098727982,37.27297144,71.30988388,28.17424346,34.03691244,3.284428461,0.833159098,-13.82495804,46.81515755,32.99019951,13,0.338197452,0.341951479,147.554699,611.339159,1295.094675,42.1428789,1560.35712,1068441.542,54204.48651,40887.75537,56396.62729,56382.99414,31817,2734.331787,83110.18844,24241.40996,0.05073229,0.038268594,1.325689953,0.052784008,0.052771249,1.000241795,0.002559178,11.63611532,12.85572277
119,CH47,119SWIgrGRAzuri,Switzerland,Zurich,Django Hegglin,47.25894,8.12633,Grassland,Grassland,8.5,10.1,1104,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grassland,NA,NA,NA,2.52,0.87,3.39,0.18,4.48,1.79,45.093,40.31,1015.88,0.191,218,291.026,295.482,4.075,25.513,0.757,160.7872222,4733.098468,2705,9.948197359,278.6875429,99,118,11.61,114.42,5.2,1.61,2.08,0.35,375,452.938,447.62,4.93,65.776,0.832,24.54,45.8,26.9,0.626,15.08,0.28,9.3,1.08,2.79,2.01,20100,0.207,2070,690.52,40.15,6.36,2.76,1.6,0.2,730.834,110.269,10.36466578,27.76170213,0.813229167,16000,2.016828976,7.463714565,3.505396154,2.864049285,1.006808039,38.60739774,13.95327568,7.846300008,10.81026234,40.5999201,2.963962329,29.78965776,0.590652589,50.0725377,-14.26408969,58.34167394,44.07758426,8.3,0.335825946,0.403615799,101.5062711,443.1059861,4743.843165,24.67245895,2113.233997,1319343.266,61673.56676,51734.66211,47711.41578,68359.74609,52398.25781,364.0395304,43589.14717,154524.2578,0.046745656,0.039212435,1.192113068,0.036163004,0.051813465,0.697946065,0.000275925,143.9356263,30.26770082
120,CH48,120SWIcrHIGzuri,Switzerland,Zurich,Thomas Ryffel,47.23968,8.34712,Agriculture,Organic,9,10.1,1122,4,NA,0,0,2,204,164,0,0,0,14,3.9,54.6,0.835944344,6.095492369,2.194426469,506.10831,213.8336233,143.846731,18.71872143,71.92336551,Triticum_aestivum,2,wheat,4.7,0.77125041,0.787929589,2.9,2.46,5.36,0.13,3.83,1.28,37.077,40.39,1171.41,0.248,167,209.429,218.524,3.429,10.297,0.67,148.6567029,3903.222749,2405,9.94539687,438.9146837,79,104.67,14.7,103.96,5.17,2.23,6.25,0.51,437,522.345,510.982,5.002,59.041,0.823,38.88,36.2,21.7,0.649,20.7,1.52,17.3,1.07,2.57,4.81,48100,0.255,2550,997.07,39.3,7.87,3.22,1.87,14.3,752.877,124.185,15.0290987,26.38611738,0.712708333,18700,8.466664502,15.4245828,2.196781857,2.118477907,1.96966329,36.80425742,75.22253435,7.542916835,22.23116929,38.69623705,14.68825245,16.46506777,1.72583908,18.41394564,-1.196736103,42.57569275,41.37895665,40,0.673384619,1.856184294,101.7986514,720.5965181,7210.947319,27.87287429,1087.711056,1564511.313,89237.02273,80928.49609,94340.3125,99023.45703,44371.33789,2723.532593,93568.88016,88843.83203,0.057038273,0.051727652,1.102665032,0.060300179,0.063293539,0.952706715,0.00174082,16.2918329,16.72042361
121,CH49,121SWIcrLOWzuri,Switzerland,Zurich,Fritz Kobel,47.25326,8.869,Agriculture,Conventional,8.5,10.1,1168,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wheat,NA,NA,NA,2.36,1.11,3.47,0.16,3.88,1.55,36.686,39.68,936.4,0.25,167,195.923,208.17,3.266,8.239,0.638,169.0894061,4589.680529,2804,10.19462307,449.3764438,83,98.11,9.73,97.69,4.69,2.24,4.35,0.51,476,568.639,567.224,5.043,61.616,0.818,19.62,56,21.4,0.683,18.94,0.92,13.6,1.12,1.69,1.96,19600,0.217,2170,1011.41,59.58,7.3,2.98,1.73,0.5,634.961,99.188,26.66474007,13.91061453,0.579583333,17300,3.170934185,14.62601912,3.549664361,4.664814325,1.756206649,61.34536017,61.81455601,7.216196494,16.33212752,35.89301148,9.115931027,19.56088396,2.612651433,-2.238963901,-7.812111156,34.33815617,26.52604501,43,0.554467784,1.595504888,86.41309035,991.0534501,8925.828915,88.74445833,1492.881637,2257677.375,114600.8068,82456.18359,155264.1311,103844.3359,79304.375,3047.028137,123330.402,159531.375,0.050760489,0.036522572,1.389838843,0.06877162,0.045996092,1.495162251,0.00134963,26.02679445,18.30592732
122,CH50,122SWIgrGRAzuri,Switzerland,Zurich,Peter Nussbaum,47.23569,8.35444,Grassland,Grassland,9,10.1,1122,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grassland,NA,NA,NA,0.63,0.21,0.84,0.13,0.83,4.45,28.032,38.31,241.37,0.397,236,276.234,281.46,4.433,37.705,0.811,134.2267239,3570.364078,2226,9.530936938,233.316879,64,77.2,10.22,75.08,4.34,2.15,5.52,0.52,288,414.667,433.899,4.518,45.706,0.798,38.13,30.5,25.7,1.08,28.19,2.31,23.7,0.87,3.96,5.17,51700,0.427,4270,704.89,6.8,7.49,5.67,3.29,8.6,1499.435,242.423,0.841327439,59.79568298,1.333283333,32900,3.749301408,13.28034179,2.216570188,3.795472071,1.759244711,74.53183621,43.3335763,6.905034264,56.11671355,124.822205,49.21167929,68.70549141,0.018336346,-28.62038792,-34.85533355,-28.36367908,-63.21901263,42,0.504130994,1.131097161,58.86984895,594.6778017,5493.869003,35.06040288,1138.398799,1443264.813,89166.10795,82000.83203,75090.12957,85137.01953,21933.57324,663.8178101,42125.55612,46641.8125,0.061780837,0.056816207,1.087380527,0.052027964,0.058989188,0.881991524,0.000459942,33.04155585,34.26102692
123,CH51,123SWIcrHIGzuri,Switzerland,Zurich,Peter Nussbaum,47.23526,8.35532,Agriculture,Organic,9,10.1,1122,4,17,0,0,2,127,76,0,0,0,9,5.6,50.4,0.857397846,7.012516797,2.058096351,411.16028,155.7541644,75.14461399,8.030831111,37.572307,Triticum_aestivum,6,wheat,4.5,0.738431244,0.754400671,3.23,2.43,5.66,0.18,5.93,1.36,44.048,40.35,1303.39,0.241,129,155.464,167.302,2.745,4.643,0.565,164.763677,4713.056017,2776,10.09414896,335.0501191,93,96,2.86,97.79,4.87,2.1,3.73,0.46,475,615.368,583.143,5.093,59.834,0.826,50.28,30.7,16.4,0.612,15.11,1.3,8.4,1.06,2.68,1.78,17800,0.188,1880,940.08,44.36,6.76,2.62,1.52,0.5,610.818,98.21,31.18244841,21.81796299,0.677291667,15200,8.430418822,51.35106841,6.640928081,5.120781373,1.775295977,58.87233883,36.72288069,8.772007641,29.83504921,60.24341873,21.06304157,30.40836951,-0.561203307,60.6163068,-10.06256945,52.75946051,42.69689106,29,1.636745071,1.00424789,73.07980949,1429.383541,3660.7602,31.39929937,1871.065615,1775022.625,101256.5938,77426.14844,148005,99879.60156,44695.49414,2068.516846,117468.3573,67632.24219,0.057045241,0.043619809,1.30778291,0.083382036,0.056269481,1.481834105,0.001165347,21.60750793,15.11064483
124,CH52,124SWIcrLOWzuri,Switzerland,Zurich,B�hler-Lamprecht,47.2599,8.2409,Agriculture,Conventional,8.4,10.1,1150,2,20,2,134,1,195,117.5,1,3,0,12,3.8,45.6,0.86614758,7.470914609,2.221125704,805.04049,257.5916945,222.7664784,71.80528667,111.3832392,Triticum_aestivum,7,wheat,8.1,1.329176239,1.357921207,2.38,1.77,4.15,0.1,2.27,1.37,32.547,39.75,945.94,0.195,161,227.5,223.645,3.636,17.296,0.716,160.25441,4585.27088,2638,9.939503701,293.4969801,125,131.6,5.14,130.9,5.61,2.33,4.37,0.48,403,502,489.446,5.001,70.427,0.834,48.04,34,15.9,0.568,12.84,0.75,7.4,1.3,1.31,1.37,13700,0.152,1520,575.83,20.35,6.46,2.06,1.19,0.1,431.721,65.143,11.45003261,16.54126045,0.341,11900,5.928119067,25.91239463,4.570594529,7.552461176,3.224788331,89.87468486,19.50415441,6.827243707,18.03696568,40.64175928,11.20972197,22.6047936,-0.361726092,51.23057911,-6.481944281,46.16641383,39.68446955,8.9,0.951261517,0.649358774,105.994831,840.0844228,1428.949215,33.88524525,2442.290683,1842808.563,90652.16761,56761.82422,106925.2973,71867.03516,33793.99219,4344.243652,112841.558,98138.65234,0.049192395,0.030801802,1.597062266,0.058023009,0.038998644,1.487821183,0.002357404,7.779027811,16.33093866
125,CH53,125SWIgrGRAzuri,Switzerland,Zurich,Markus Huber,47.19748,8.45018,Grassland,Grassland,9,10.1,1122,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grassland,NA,NA,NA,0.68,0.11,0.79,0.06,0.43,7.1,48.292,38.71,263.2,0.277,270,333.75,345.606,4.475,35.717,0.799,142.2995387,4291.184932,2463,9.606780787,234.0162999,79,83.88,3.77,85.92,4.37,1.91,4.34,0.44,455,594.216,525.3,5.274,105.879,0.862,38.89,34.1,21.7,0.82,21.69,0.48,15.9,0.92,3.6,3.45,34500,0.374,3740,1105.18,1.4,6.73,5.31,3.08,0.4,1338.417,198.09,0.785642243,41.89276596,1.045104167,30800,9.833315447,37.60014749,4.578656849,4.650847243,1.761627235,87.03596932,32.85105751,10.46006274,29.71435271,80.36806802,19.25428997,50.65371531,-0.59398647,53.39595585,-29.59964581,45.08014527,15.48049945,39,1.290569929,0.900045714,102.6930134,2151.058274,3406.493132,75.67457057,929.2163751,2288217.75,124348.0455,83950.23828,72893.4375,121690.4766,115235.3242,499.729187,77687.81964,222143.7031,0.05434275,0.036688046,1.481211346,0.031855988,0.053181336,0.59900692,0.000218392,230.595545,29.45400914
126,CH54,126SWIcrHIGzuri,Switzerland,Zurich,Markus Huber,47.19723,8.45037,Agriculture,Organic,9,11.1,1122,2,22,0,0,2,171,106,0,0,0,17,4.7,79.9,0.907185456,10.77417346,2.558686849,740.9681,226.9579885,204.2982592,42.58713765,102.1491296,Triticum_aestivum,8,wheat,4.4,0.722021661,0.737636211,3.84,1.94,5.78,0.07,2.78,1.41,54.083,39.89,1531.96,0.222,234,285.773,287.686,4.263,28.878,0.781,164.3654842,4487.800384,2771,9.999074936,262.9771623,106,112.67,4.57,116.21,5.27,2.2,3.93,0.47,510,604.25,593.53,5.212,71.064,0.836,45.39,35.4,16.1,0.678,15.72,0.47,7.4,0.89,3,2.14,21400,0.233,2330,887.53,7.1,6.12,3.11,1.8,0.1,638.089,98.788,4.947324129,31.5302391,0.542291667,18000,0.48414095,2.886405319,0.507475523,1.010066325,0.172115828,79.127323,10.70931823,9.246530041,27.37585789,60.70364979,18.12932785,33.3277919,-0.418402069,59.79388042,-21.46904178,53.93625145,32.46720967,20,0.097203303,0.281265229,84.99035858,1013.991556,4680.359565,31.93162743,1677.032436,1547833.75,61964.02557,40538.12695,80283.55945,64072.94727,32576.24316,2799.245361,74621.17077,91285.07813,0.04003274,0.026190233,1.528536966,0.051868335,0.041395239,1.253002443,0.001808492,11.63750903,20.74255515
127,CH55,127SWIcrLOWchan,Switzerland,Changins,Field Station,46.3987,6.233016,Agriculture,Conventional,9.1,11.1,1038,4,25,3,135,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wheat,3.4,0.557925829,0.569991618,1.95,1.14,3.09,0.12,2.35,1.54,30.048,39.71,774.43,0.184,200,263.171,265.274,3.768,13.483,0.711,167.6971091,4741.615842,2819,10.18542895,376.4427714,85,105,13.5,96.39,4.75,2.2,4.14,0.5,370,461.07,444.528,4.856,53.623,0.821,18.36,50.4,29.1,0.554,16.2,0.81,9.2,1.13,1.32,1.45,14500,0.172,1720,864.96,24.76,6.24,2.14,1.24,0.1,370.022,52.026,14.17757655,11.86829932,0.378,12400,1.995715286,7.798339474,3.253168835,3.019579373,1.596211815,67.49935427,15.61836981,5.590373845,12.59053581,33.40357981,7.000161967,20.813044,-0.039450926,36.27847895,-11.08288443,35.72616599,24.64328156,9.2,0.35144245,0.44731078,115.1386509,979.0862613,3817.24004,23.57743819,1355.925982,1989711.563,106166.2386,74258.49609,189283.9482,97632.42578,57377.04492,1458.054993,178800.0013,133131.6094,0.053357602,0.037321237,1.429684739,0.095131351,0.049068633,1.938740604,0.000732797,39.35177014,11.12814065
128,CH56,128SWIgrGRAchan,Switzerland,Changins,Field Station,46.3987,6.233016,Grassland,Grassland,9.1,11.1,1038,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grassland,NA,NA,NA,3.46,1.81,5.27,0.15,5.09,1.56,54.118,40.2,1391.02,0.233,211,306.357,327.423,3.649,15.314,0.682,144.3813777,4040.219114,2416,9.602237328,168.6392347,58,76.33,15.06,64.72,3.85,1.99,4.26,0.49,422,571.237,515.719,5.147,82.599,0.851,23.31,46.1,26.5,0.733,20.32,0.72,12.8,1.15,3.26,2.64,26400,0.281,2810,877.77,28.36,6.1,4.09,2.37,0,1000.463,138.848,14.03834429,43.02325581,0.879270833,23700,3.225675777,12.67336851,3.197726977,3.949350076,1.012729682,72.69038041,23.78976648,6.920592376,21.80873151,60.99652411,14.88813914,39.18779259,0.102794665,50.49054671,-21.61718052,51.92967202,30.3124915,20,0.482628023,0.665738797,71.51455275,839.2514691,4198.316925,31.24289606,901.0593743,1957145.188,179509.1989,67492.84766,87657.30945,136867.1211,52409.92773,1335.032104,97887.89684,87590.77734,0.091719919,0.034485356,2.65967736,0.044788353,0.069932022,0.640455566,0.000682132,39.25742876,19.9937403
129,CH57,129SWIcrLOWchan,Switzerland,Changins,Field Station,46.3987,6.233016,Agriculture,Conventional,9.1,8.4,1038,3,25,4,250,0,0,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wheat,6.8,1.115851657,1.139983236,2.33,0.99,3.32,0.13,3.11,1.4,32.734,39.77,926.73,0.205,159,188.69,190.723,3.442,8.418,0.679,166.0556007,5195.813333,2816,10.1311086,397.3962336,87,142.2,32.74,113.21,5.41,2.28,5.41,0.51,349,434.583,414.131,4.797,54.198,0.819,31.14,43.6,22.4,0.572,15.81,0.47,12.5,1.16,1.72,1.77,17700,0.196,1960,886.36,25.7,7.4,2.86,1.66,0.6,447.914,76.318,14.15025997,12.08514803,0.496145833,16600,3.298546024,13.80248743,2.675974489,4.230347278,3.370918937,83.67058759,55.54688133,5.528141399,13.07332184,31.93920824,7.545180439,18.8658864,0.445628764,29.06492552,-3.966176623,35.30372822,31.3375516,14,0.555550245,1.434653487,76.73370918,492.493752,5314.962434,22.85324253,1222.950528,1329587.813,69077.41761,43400.91992,51645.89558,69414.42578,19310.24902,3651.778687,54470.2057,124885.9258,0.051954009,0.032642387,1.591611831,0.038843539,0.052207477,0.744022514,0.002746549,5.28790233,24.40945092
130,CH58,130GERcrHIGaugs,Germany,Augsburg,Christian Matthesius,48.08642,10.41639,Agriculture,Organic,7.7,8.7,919,2,24,0,0,1,78,47,0,0,0,1,1,1,0,1,0,188.2833,NA,NA,NA,0,Triticum_aestivum,1,wheat,5,0.654082127,0.838222967,2.3,1.88,4.18,0.11,2.59,1.56,35.97,39.78,915.02,0.235,193,293.037,283.668,3.519,8.249,0.669,157.6478406,4603.391304,2676,9.995146141,370.1664219,81,96,9.98,91.52,4.6,2.25,6.73,0.51,348,477,426.178,4.873,58.262,0.833,10.46,48.9,35.4,0.73,33.17,2.49,28.2,1,3.61,6.97,69700,0.378,3780,566.15,20.38,7.91,5.24,3.04,21.1,722.146,100.194,4.799088846,18.01283422,0.9409375,30400,9.392660955,16.23519396,3.820860951,3.317424054,3.148748412,53.790944,65.38662584,5.185862947,14.50659286,39.24014649,9.320729909,24.73355364,0.760124875,6.663113407,-6.886903913,17.30486165,10.41795774,35,0.782339143,1.648897197,155.8759469,797.0631306,8362.506388,NA,1313.401015,1858273.188,91959.33239,69411.42969,50631.88453,100571.1094,11028.97998,4537.509644,73148.0237,68419.01758,0.049486444,0.037352651,1.324844234,0.027246739,0.054120734,0.503443631,0.002441788,2.430624031,25.40428427
131,CH59,131GERcrHIGaugs,Germany,Augsburg,Johann Ellenrieder,48.19417,10.37494,Agriculture,Organic,8,8.4,858,4,18,0,0,2,140,84,0,0,0,3,1.7,5.1,0.608471074,2.55408971,1.00589286,395.69526,263.79684,175.3079528,151.02708,87.65397638,Triticum_aestivum,2,wheat,4.01,0.524573865,0.67225482,3.28,1.88,5.16,0.12,4,1.55,50.906,40.42,1325.87,0.231,153,266.9,264.612,3.352,12.616,0.666,162.8322001,4660.303089,2794,10.06441564,336.8165547,87,108.86,13.88,106.56,5.09,2.26,5.34,0.51,470,575,546.757,5.34,104.875,0.868,58.27,15.6,22.5,0.762,21.47,1.24,12.2,1.14,3.65,2.73,27300,0.287,2870,918.23,23.06,6.25,3.63,2.1,0.2,542.371,80.113,10.37366559,21.04492116,0.676979167,21000,2.505942556,4.862178122,4.627427604,4.131735396,1.989879435,106.4740277,12.62430615,8.694217084,21.1147266,46.26913003,12.42050952,25.15440343,0.881811532,10.64732308,-15.41979156,22.99268453,7.572892976,25,0.335650265,0.402144997,104.7612053,605.2693681,2359.639138,31.0261114,1686.393358,1531680.875,76134.55966,50814.13867,47684.89139,69806.48828,6107.352295,10905.81415,85193.20548,64267.14844,0.049706542,0.033175408,1.498294798,0.031132393,0.045575086,0.683101135,0.007120161,0.560008837,17.97890884
132,CH60,132GERcrHIGaugs,Germany,Augsburg,Florian and Johannes Pf�nder,48.11282,10.43511,Agriculture,Organic,7.7,8.4,919,5,20,0,0,0,0,0,0,0,0,15,5.4,81,0.909372502,11.03417864,2.514820764,542.42936,200.7323651,172.520884,22.524984,86.26044201,Triticum_aestivum,4,wheat,4.5,0.588673914,0.754400671,3.02,1.24,4.26,0.11,3.37,1.14,34.494,40.22,1214.68,0.352,142,171.286,180.195,3.42,11.426,0.69,148.6992241,4311.63109,2483,9.808193021,310.8685822,75,90.11,9.73,87.89,4.54,2.33,7.35,0.54,365,452.208,444.286,4.651,37.385,0.788,8,50.1,37.8,0.802,29.22,2.66,24.8,0.88,1.95,7.26,72600,0.331,3310,544.19,14.96,8.06,4.1,2.38,28.5,691.646,98.154,1.631081389,13.56309175,0.812916667,23800,8.223824222,11.22501731,3.187116057,4.560603247,2.608650801,90.46876361,118.2166604,4.026783642,46.20451294,78.75725929,42.1777293,32.55274635,1.481354471,-34.16644896,-17.21971863,-13.42748637,-30.647205,42,0.605870601,2.946654328,76.07700019,285.3165473,2563.631718,NA,1029.182876,1330276.438,67781.80966,54175.82227,59138.32127,68051.70898,12003.67529,2800.875854,54464.94468,83707.91797,0.050953176,0.040725236,1.251145009,0.044455663,0.051156066,0.869020369,0.002105484,4.285686305,24.42445219
133,CH61,133GERcrHIGaugs,Germany,Augsburg,Martin Tr�bersberger,48.01373,10.4564,Agriculture,Organic,7.7,8.9,919,4,12,0,0,1,35.1,21.15,0,0,0,17,4.3,73.1,0.875507074,8.032584944,2.310104028,984.59403,247.9176966,196.1319203,67.67864118,98.06596013,Triticum_aestivum,2,wheat,3.1,0.405530918,0.51969824,2.11,1.12,3.23,0.18,3.69,1.31,27.576,40.1,846.14,0.269,145,172.444,177.084,3.644,17.806,0.732,163.8915104,4785.524027,2708,10.03916803,296.7591934,91,93.14,2.53,93.15,4.74,2.09,3.36,0.46,440,484.28,492.797,5.163,89.443,0.848,18.51,61,18.7,0.505,12.77,0.62,4.9,1.15,0.91,1.24,12400,0.127,1270,768.05,38,6.12,1.79,1.04,0.3,334.464,51.476,17.91160689,17.39022484,0.387083333,10400,1.738475664,3.606898314,3.550110181,2.419002299,0.709772611,41.3624838,14.24646048,6.010442855,11.1120036,32.81783118,5.101560749,21.70582758,1.587483017,21.0147613,-15.29094615,43.23952354,27.94857739,4,0.230526162,0.399971107,78.70933732,454.7911299,958.9158785,NA,1623.328631,1066906.203,40301.20455,23891.26685,44347.92302,77539.66406,6979.462402,2169.488098,50242.10113,95364.69922,0.037773897,0.022393034,1.686859253,0.041566843,0.072677114,0.57193855,0.002033438,3.217101033,21.23530225
